isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,to_read_count,author_nationality,age_group,main_genre,sale price,avg_sale_price
439324599,Patricia McCormick,2000,Cut,eng,3.76,48239,49106,2498,,American,Children,non-fiction,,8.556666666666667
224064908,"Roald Dahl, Quentin Blake",1981,George's Marvellous Medicine,eng,4.02,49863,57553,1755,,British,Children,fantasy,,4.927173913043478
1400033837,Jane Smiley,1991,A Thousand Acres,eng,3.79,47389,49509,2253,,American,Adult,historical,,5.271463414634146
805080481,Lloyd Alexander,1964,"The Book of Three (The Chronicles of Prydain, #1)",eng,4.0,56593,59286,2416,,American,Children,fantasy,,4.927173913043478
441016154,Patricia Briggs,2008,"Cry Wolf (Alpha & Omega, #1)",eng,4.11,66901,71087,2947,,American,Adult,fantasy,,4.827571428571429
689829531,Ian Falconer,2000,Olivia,eng,4.13,51185,51695,1306,,American,Children,fantasy,,4.927173913043478
375705856,Kent Haruf,1999,"Plainsong (Plainsong, #1)",eng,4.0,45331,47942,3713,,American,Adult,historical,,5.271463414634146
1560974273,Daniel Clowes,1998,Ghost World,eng,3.87,49105,50916,1776,,American,Young Adult,drama,,3.99
1250006325,Amanda Hocking,2010,"Torn (Trylle, #2)",eng,4.04,29554,59016,2951,,American,Young Adult,fantasy,,4.094285714285714
451529693,"Ivan Turgenev, George Reavy, Jane Costlow",1862,Fathers and Sons,eng,3.94,41870,49363,1485,,Russian,Adult,romance,,4.530333333333333
670021040,Geraldine Brooks,2011,Caleb's Crossing,eng,3.81,47525,50909,5670,,American,Young Adult,historical,,4.66
61284394,Claudia Gray,2008,"Evernight (Evernight, #1)",eng,3.64,63486,67136,3117,,American,Young Adult,fantasy,,4.094285714285714
385340559,Lee Child,2007,"Bad Luck and Trouble (Jack Reacher, #11)",eng,4.17,42539,50323,2114,,American,Children,thriller,,4.8025
385539703,Ian McEwan,2014,The Children Act,eng,3.68,33100,43775,5131,,British,Adult,classics,,5.323333333333333
739377728,Janet Evanovich,2009,"Sizzling Sixteen (Stephanie Plum, #16)",eng,3.93,55685,63664,3784,,American,Adult,romance,,4.530333333333333
62301233,Ashlee Vance,2015,Elon Musk: Inventing the Future,eng,4.25,55606,76605,4163,,American,Adult,science-fiction,,4.607142857142857
1841499900,James S.A. Corey,2012,"Caliban's War (The Expanse, #2)",eng,4.28,39138,49441,3148,,German,Adult,fantasy,,4.827571428571429
1452440026,Rebecca Donovan,2012,"Barely Breathing (Breathing, #2)",eng,4.33,53483,61085,3380,,American,Young Adult,romance,,4.6415094339622645
1563893304,"Mark Waid, Alex Ross, Elliot S. Maggin",1996,Kingdom Come,eng,4.24,43036,45308,1020,,American,Adult,fantasy,,4.827571428571429
61120669,Henri Charrière,1969,Papillon,,4.23,39073,43357,1421,42.0,French,Adult,thriller,,5.038157894736842
031620157X,"Chris Colfer, Brandon Dorman",2012,"The Wishing Spell (The Land of Stories, #1)",eng,4.21,51752,55183,4965,,American,Children,fantasy,,4.927173913043478
1400063973,David Ebershoff,2008,The 19th Wife,eng,3.63,44921,50034,6018,,American,Adult,thriller,,5.038157894736842
64407314,Walter Dean Myers,1999,Monster,eng,3.7,47533,48399,4394,,American,Children,thriller,,4.8025
345529057,George R.R. Martin,2011,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",eng,4.63,28654,39174,963,,American,Adult,fantasy,,4.827571428571429
743493915,Patricia Cornwell,1991,"Body of Evidence (Kay Scarpetta, #2)",eng,4.0,50113,53652,927,,American,Adult,thriller,,5.038157894736842
,"Brian K. Vaughan, Fiona Staples",2012,Saga #1,eng,4.15,38729,39001,980,,American,Adult,fantasy,,4.827571428571429
60887370,Sara Shepard,2007,"Perfect (Pretty Little Liars, #3)",eng,4.02,50922,55030,2204,,American,Young Adult,romance,,4.6415094339622645
1939045010,Jessica Sorensen,2012,"The Secret of Ella and Micha (The Secret, #1)",eng,4.01,59890,65527,3269,,American,Children,romance,,4.386363636363637
345522478,Kevin Hearne,2011,"Hounded (The Iron Druid Chronicles, #1)",eng,4.12,51086,57275,5410,,American,Young Adult,fantasy,,4.094285714285714
553560735,Kim Stanley Robinson,1993,"Red Mars (Mars Trilogy, #1)",eng,3.84,46121,49784,2212,,American,Adult,fantasy,,4.827571428571429
1558611584,"Charlotte Perkins Gilman, Elaine Hedges",1892,The Yellow Wall-Paper,eng,4.11,44677,55593,2482,,American,Young Adult,thriller,,4.438181818181818
515121843,Nora Roberts,1998,"Sea Swept (Chesapeake Bay Saga, #1)",eng,4.24,48078,50100,962,,American,Adult,romance,,4.530333333333333
031607991X,Brent Weeks,2012,"The Blinding Knife (Lightbringer, #2)",eng,4.45,42445,47269,1581,,American,Adult,fantasy,,4.827571428571429
1442435003,Morgan Matson,2014,Since You've Been Gone,eng,4.19,59705,64449,8622,,American,Young Adult,romance,,4.6415094339622645
446573647,Steve Martin,2010,An Object of Beauty,eng,3.58,42488,43765,2840,,American,Adult,romance,,4.530333333333333
761121323,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969,What to Expect When You're Expecting,,3.75,34120,40091,2441,,American,Children,non-fiction,,8.556666666666667
61240850,Marian Keyes,2006,"Anybody Out There? (Walsh Family, #4)",,3.91,45243,47676,1444,,Irish,Adult,romance,,4.530333333333333
804139296,"Peter Thiel, Blake  Masters",2014,"Zero to One: Notes on Startups, or How to Build the Future",eng,4.17,47807,54697,2872,,American,Adult,non-fiction,,4.607142857142857
1619636077,Sarah J. Maas,2016,"Empire of Storms (Throne of Glass, #5)",eng,4.58,63322,74241,11495,,American,Young Adult,fantasy,,4.094285714285714
1593080336,"Charles Dickens, Katharine Kroeber Wiley",1843,"A Christmas Carol, The Chimes and The Cricket on the Hearth",,4.11,48557,48945,263,,American,Children,fantasy,,4.927173913043478
804188971,Gillian Flynn,2014,The Grownup,eng,3.54,42536,54592,7275,,American,Adult,thriller,,5.038157894736842
380789027,Neil Gaiman,1998,Smoke and Mirrors: Short Fiction and Illusions,eng,4.05,46486,52735,2160,,American,Young Adult,fantasy,,4.094285714285714
9382618341,Amish Tripathi,2013,"The Oath of the Vayuputras (Shiva Trilogy, #3)",eng,3.66,35936,39627,2388,,Indian,Young Adult,fantasy,,4.094285714285714
385333501,Kurt Vonnegut Jr.,1968,Welcome to the Monkey House,eng,4.13,40071,42825,1489,17.0,American,Young Adult,fantasy,,4.094285714285714
385349068,Jim Gaffigan,2013,Dad Is Fat,,3.76,40489,46767,6014,,American,Children,non-fiction,,8.556666666666667
671869205,David McCullough,1992,Truman,eng,4.15,53088,54704,1767,110.0,American,Adult,historical,,5.271463414634146
143034758,Ron Chernow,2004,Alexander Hamilton,eng,4.26,46198,51554,4162,,American,Adult,historical,,5.271463414634146
807218731,"Dr. Seuss, Various",2003,The Cat in the Hat and Other Dr. Seuss Favorites,,4.41,46279,46312,140,19.0,American,Children,fantasy,,4.927173913043478
140448071,"Nikolai Gogol, Robert A. Maguire",1842,Dead Souls,eng,3.98,40699,47662,1613,,Russian,Adult,historical,,5.271463414634146
,Elle Kennedy,2015,"The Deal (Off-Campus, #1)",eng,4.3,75699,79406,7464,,American,Young Adult,romance,,4.6415094339622645
62392174,Kiera Cass,2016,"The Crown (The Selection, #5)",eng,3.8,64158,72531,9632,,American,Young Adult,fantasy,,4.094285714285714
446573019,David Baldacci,2011,"Zero Day (John Puller, #1)",eng,3.99,38649,48922,2868,,American,Adult,thriller,,5.038157894736842
312367481,"Arlene Mosel, Blair Lent",1968,Tikki Tikki Tembo,en-CA,4.21,52536,53161,761,,American,Children,fantasy,,4.927173913043478
1416974504,L.J. Smith,2008,"Night World, No. 1 (Night World, #1-3)",eng,4.04,54940,56461,2065,,American,Young Adult,fantasy,,4.094285714285714
446608815,James Patterson,1999,"Pop Goes the Weasel (Alex Cross, #5)",eng,3.98,46820,49447,927,,American,Adult,thriller,,5.038157894736842
802136834,Alison Weir,1980,The Six Wives of Henry VIII,eng,4.1,47913,49615,1282,,British,Young Adult,historical,,4.66
140185852,"Yevgeny Zamyatin, Clarence Brown",1924,We,eng,3.95,40020,47979,2878,,Russian,Adult,fantasy,,4.827571428571429
571171788,Barbara Kingsolver,1993,Pigs in Heaven,eng,3.97,43374,47478,1776,,American,Young Adult,classics,,
765354063,John Scalzi,2006,"The Ghost Brigades (Old Man's War, #2)",eng,4.09,40107,47619,2378,,American,Adult,fantasy,,4.827571428571429
,"Brian Froud, Alan Lee",1978,Faeries,,3.89,38050,38793,214,,British,Children,fantasy,,4.927173913043478
60987529,Gregory Maguire,1999,Confessions of an Ugly Stepsister,eng,3.51,50526,52251,3334,,American,Young Adult,fantasy,,4.094285714285714
1442468351,Cassandra Clare,2016,"Lady Midnight (The Dark Artifices, #1)",eng,4.47,84711,93259,12298,,American,Young Adult,fantasy,,4.094285714285714
1905294719,Cornelia Funke,2007,"Inkdeath (Inkworld, #3)",eng,3.93,53591,59638,2729,,German,Children,fantasy,,4.927173913043478
553293389,Isaac Asimov,1982,Foundation's Edge (Foundation #4),eng,4.08,47641,51866,862,,American,Adult,fantasy,,4.827571428571429
345335651,David Eddings,1982,"Queen of Sorcery (The Belgariad, #2)",eng,4.13,49355,52912,793,,American,Children,fantasy,,4.927173913043478
374529531,Shirley Jackson,1949,The Lottery and Other Stories,eng,4.06,48608,51501,1357,,American,Young Adult,fantasy,,4.094285714285714
545060508,Margaret Peterson Haddix,2010,"Into the Gauntlet (The 39 Clues, #10)",eng,3.99,48461,48918,810,,American,Children,fantasy,,4.927173913043478
61668036,Aprilynne Pike,2009,"Wings (Wings, #1)",eng,3.75,62566,66249,4840,,American,Young Adult,fantasy,,4.094285714285714
316910333,Cecily von Ziegesar,2002,"Gossip Girl (Gossip Girl, #1)",eng,3.51,49670,51967,2345,,American,Children,romance,,4.386363636363637
1400067685,Elizabeth Strout,2013,The Burgess Boys,eng,3.54,39445,45050,5320,,American,Adult,classics,,5.323333333333333
1609411153,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011,Lies That Chelsea Handler Told Me,eng,3.74,37936,41529,1582,,American,Adult,non-fiction,,4.607142857142857
1444705105,Tana French,2012,"Broken Harbour (Dublin Murder Squad, #4)",eng,3.92,36704,50491,5418,,American,Adult,thriller,,5.038157894736842
61054887,Ursula K. Le Guin,1974,The Dispossessed,eng,4.18,46660,53246,2959,,American,Adult,fantasy,,4.827571428571429
1400031575,"Henning Mankell, Steven T. Murray",1991,"Faceless Killers (Kurt Wallander, #1)",eng,3.78,43861,49558,2598,,Swedish,Adult,thriller,,5.038157894736842
385528043,John Grisham,2010,The Confession,eng,3.81,41389,49934,5332,,American,Adult,thriller,,5.038157894736842
425192032,Dean Koontz,1988,Lightning,eng,4.06,44424,47213,1631,,American,Adult,fantasy,,4.827571428571429
1570425779,"James Patterson, Keith David, Anthony Heald",1997,"Cat and Mouse (Alex Cross, #4)",eng,3.96,45217,50283,1059,,American,Adult,thriller,,5.038157894736842
142408808,Judy Blume,1980,"Superfudge (Fudge, #3)",eng,3.98,50917,53118,1195,,American,Children,classics,,4.46
735221081,Shari Lapena,2016,The Couple Next Door,eng,3.74,63237,81542,8555,,Canadian,Adult,thriller,,5.038157894736842
031624662X,Ann Leckie,2013,Ancillary Justice (Imperial Radch #1),eng,3.97,38747,47806,5950,,American,Adult,fantasy,,4.827571428571429
765340747,Terry Goodkind,2001,"The Pillars of Creation (Sword of Truth, #7)",eng,3.67,43424,45832,751,37.0,American,Adult,fantasy,,4.827571428571429
60566108,"James C. Collins, Jerry I. Porras",1994,Built to Last: Successful Habits of Visionary Companies,eng,3.98,39618,40804,433,61.0,American,Adult,non-fiction,,4.607142857142857
1616149981,Allen Eskens,2014,The Life We Bury,,3.93,35689,47968,5564,,American,Adult,thriller,,5.038157894736842
140273344,Jack Higgins,1975,"The Eagle Has Landed (Liam Devlin, #1)",,4.15,41677,43019,433,,British,Adult,thriller,,5.038157894736842
425201376,Laurell K. Hamilton,1996,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",eng,4.12,58023,63568,1144,,American,Adult,fantasy,,4.827571428571429
978970764,David Wong,2007,"John Dies at the End (John Dies at the End, #1)",eng,3.92,35387,45084,4728,,American,Young Adult,fantasy,,4.094285714285714
345409469,"Carl Sagan, Ann Druyan",1995,The Demon-Haunted World: Science as a Candle in the Dark,eng,4.27,40583,43024,1839,,American,Adult,science-fiction,,4.607142857142857
1906427135,Lucy Christopher,2009,Stolen: A Letter to My Captor,eng,3.93,52435,57261,7331,,British,Young Adult,romance,,4.6415094339622645
,Stanisław Lem,1961,Solaris,eng,3.97,41249,49241,2268,,Polish,Adult,fantasy,,4.827571428571429
1573225126,Elizabeth Wurtzel,1994,Prozac Nation,eng,3.57,44408,46771,1526,,American,Young Adult,non-fiction,,1.9625
080508049X,Lloyd Alexander,1965,The Black Cauldron (The Chronicles of Prydain #2),eng,4.13,49138,51195,1167,,American,Children,fantasy,,4.927173913043478
525949690,Daniel J. Levitin,2006,This Is Your Brain on Music: The Science of a Human Obsession,,3.86,37465,39436,1266,,American,Adult,non-fiction,,4.607142857142857
62294377,Mitch Albom,2013,The First Phone Call from Heaven,eng,3.73,38957,43318,4466,,American,Adult,fantasy,,4.827571428571429
031242681X,Augusten Burroughs,2006,Possible Side Effects,eng,3.97,38243,39653,1351,,American,Adult,non-fiction,,4.607142857142857
1400065755,Anna Quindlen,2014,Still Life with Bread Crumbs,eng,3.63,35682,41321,4309,,American,Adult,romance,,4.530333333333333
451235843,J.R. Ward,2012,"Lover Reborn (Black Dagger Brotherhood, #10)",eng,4.35,57866,64189,4414,,American,Adult,fantasy,,4.827571428571429
380800829,Julia Quinn,2000,"The Duke and I (Bridgertons, #1)",eng,4.11,57839,61923,2634,,American,Adult,romance,,4.530333333333333
786930705,"Margaret Weis, Tracy Hickman",1985,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",eng,4.12,39928,44116,450,,American,Children,fantasy,,4.927173913043478
375508333,Lorraine Hansberry,1959,A Raisin in the Sun,,3.72,44237,50909,2052,19.0,American,Young Adult,historical,,4.66
345457692,Richard K. Morgan,2002,"Altered Carbon (Takeshi Kovacs, #1)",eng,4.1,41505,46772,2685,,British,Adult,fantasy,,4.827571428571429
425184226,Tom Clancy,1991,"The Sum of All Fears (Jack Ryan Universe, #7)",,3.99,43888,46810,544,,American,Young Adult,thriller,,4.438181818181818
1607066920,"Brian K. Vaughan, Fiona Staples",2013,"Saga, Vol. 2 (Saga, #2)",eng,4.57,56122,58127,4594,,American,Adult,fantasy,,4.827571428571429
440241014,Lee Child,2004,"The Enemy (Jack Reacher, #8)",eng,4.15,42205,51036,1986,,American,Children,thriller,,4.8025
393244660,Michael   Lewis,2014,Flash Boys: A Wall Street Revolt,eng,4.12,18379,43613,3223,,American,Adult,thriller,,5.038157894736842
375701214,"Jean-Dominique Bauby, Jeremy Leggatt",1997,The Diving Bell and the Butterfly,eng,4.01,41037,45508,3657,,French,Adult,non-fiction,,4.607142857142857
805096663,"Bill O'Reilly, Martin Dugard",2012,Killing Kennedy: The End of Camelot,eng,4.05,35799,40216,3844,,American,Adult,thriller,,5.038157894736842
385539436,John Grisham,2015,Rogue Lawyer,,3.7,29156,46574,4701,,American,Adult,thriller,,5.038157894736842
076791936X,Bill Bryson,2006,The Life and Times of the Thunderbolt Kid,,3.93,42680,46658,4015,,American,Children,historical,,4.238181818181818
312595670,Chevy Stevens,2010,Still Missing,eng,3.96,44223,50637,6113,,British,Adult,thriller,,5.038157894736842
6551815,Frank McCourt,1999,"'Tis (Frank McCourt, #2)",eng,3.66,40726,46748,1919,33.0,American,Adult,historical,,5.271463414634146
1400032059,Charles C. Mann,2005,1491: New Revelations of the Americas Before Columbus,eng,4.01,41815,43649,2811,,American,Adult,historical,,5.271463414634146
1250060559,Marissa Meyer,2015,"Fairest (The Lunar Chronicles, #3.5)",eng,4.02,59545,65495,10066,,American,Young Adult,fantasy,,4.094285714285714
679763309,Kay Redfield Jamison,1995,An Unquiet Mind: A Memoir of Moods and Madness,eng,4.03,41102,44200,2513,,American,Adult,non-fiction,,4.607142857142857
1591451884,Sarah  Young,2004,Jesus Calling: Enjoying Peace in His Presence,,4.54,35219,38748,984,,American,Adult,non-fiction,,4.607142857142857
451218590,Edward Albee,1962,Who's Afraid of Virginia Woolf?,eng,4.09,45045,48063,1096,,American,Young Adult,classics,,
575077832,Andrzej Sapkowski,1993,"The Last Wish (The Witcher, #1)",eng,4.2,36262,54045,3124,,Polish,Adult,fantasy,,4.827571428571429
015603297X,"Umberto Eco, William Weaver",1988,Foucault's Pendulum,eng,3.89,40829,48898,2649,,Italian,Adult,fantasy,,4.827571428571429
067056172X,Don Freeman,1978,A Pocket for Corduroy,eng,4.29,47277,47522,232,,American,Children,fantasy,,4.927173913043478
1594831114,"James Patterson, Maxine Paetro",2006,"The 5th Horseman (Women's Murder Club, #5)",,4.03,45097,50553,1525,,American,Adult,romance,,4.530333333333333
330493744,Jacqueline Carey,2001,"Kushiel's Dart (Phèdre's Trilogy, #1)",eng,4.04,52071,57278,3369,,American,Adult,fantasy,,4.827571428571429
1595551387,Eric Metaxas,2009,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng,4.23,35611,38613,2924,,American,Adult,historical,,5.271463414634146
345527712,Janet Evanovich,2011,"Explosive Eighteen (Stephanie Plum, #18)",eng,3.92,52993,59894,4637,,American,Adult,romance,,4.530333333333333
875093663,A.W. Tozer,1948,The Pursuit of God,,4.38,35078,40548,1172,,American,Adult,non-fiction,,4.607142857142857
373210361,Julie Kagawa,2011,"The Iron Knight (The Iron Fey, #4)",eng,4.23,64066,66309,4391,,American,Young Adult,fantasy,,4.094285714285714
586217835,Raymond E. Feist,1982,"Magician (The Riftwar Saga, #1-2)",eng,4.32,43964,47819,1118,,American,Adult,fantasy,,4.827571428571429
385729367,Ann Brashares,2007,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",eng,3.8,56113,60415,1702,29.0,American,Children,romance,,4.386363636363637
307594777,"Stieg Larsson, Reg Keeland",2005,"The Millennium Trilogy (Millennium Trilogy, #1-3)",eng,4.46,29944,38916,1702,,Swedish,Adult,fantasy,,4.827571428571429
1842430343,Tom Robbins,1990,Skinny Legs and All,,4.03,32991,36509,1288,44.0,American,Adult,fantasy,,4.827571428571429
61583219,Jeaniene Frost,2009,"Destined for an Early Grave (Night Huntress, #4)",eng,4.34,63734,67682,2406,,American,Adult,fantasy,,4.827571428571429
316159794,James Patterson,2006,"Cross (Alex Cross, #12)",eng,3.99,42476,46069,1680,,American,Adult,thriller,,5.038157894736842
64472779,Meg Cabot,2002,"All-American Girl (All-American Girl, #1)",eng,3.73,55938,58653,1821,,American,Children,romance,,4.386363636363637
380713802,Bill Bryson,1991,Neither Here nor There: Travels in Europe,eng,3.88,42170,45390,2168,438.0,American,Adult,non-fiction,,4.607142857142857
375832998,David Levithan,2003,Boy Meets Boy,eng,3.85,48960,50739,3159,,American,Young Adult,fantasy,,4.094285714285714
61941026,Wally Lamb,2013,We Are Water,eng,3.79,35457,42626,5238,,American,Children,classics,,
316002895,James Patterson,2009,"Max (Maximum Ride, #5)",eng,4.07,57039,60734,2139,,American,Children,fantasy,,4.927173913043478
312656262,Alexandra Adornetto,2010,"Halo (Halo, #1)",eng,3.67,56216,58840,4209,,Australian,Young Adult,fantasy,,4.094285714285714
586066888,Raymond E. Feist,1986,"A Darkness At Sethanon (The Riftwar Saga, #4)",eng,4.17,45104,48282,494,,American,Adult,fantasy,,4.827571428571429
61583073,Jeaniene Frost,2008,"At Grave's End (Night Huntress, #3)",eng,4.31,65397,69822,2429,,American,Young Adult,fantasy,,4.094285714285714
375758992,Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight,eng,3.96,39298,41866,2942,,British,Children,historical,,4.238181818181818
64404773,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,eng,4.05,54512,61236,4417,,American,Children,fantasy,,4.927173913043478
316069906,Jonathan Safran Foer,2009,Eating Animals,eng,4.18,43238,47980,5125,,American,Adult,non-fiction,,4.607142857142857
62026488,Rae Carson,2011,"The Girl of Fire and Thorns (Fire and Thorns, #1)",eng,3.81,57551,61934,6054,,American,Young Adult,fantasy,,4.094285714285714
312650086,Ann Aguirre,2011,"Enclave (Razorland, #1)",eng,3.92,55155,58102,4692,,American,Young Adult,fantasy,,4.094285714285714
802714625,"Dava Sobel, Neil Armstrong",1995,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,eng,3.95,38151,42215,1892,55.0,American,Adult,historical,,5.271463414634146
751530492,Patricia Cornwell,1997,"Unnatural Exposure (Kay Scarpetta, #8)",eng,4.05,43531,46232,512,,American,Adult,thriller,,5.038157894736842
553213482,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust: First Part,eng,3.93,43276,48935,815,,German,Young Adult,fantasy,,4.094285714285714
684818868,James W. Loewen,1995,Lies My Teacher Told Me,eng,3.96,37903,41542,2240,,American,Young Adult,historical,,4.66
553582461,Robin Hobb,2003,"Fool's Fate (Tawny Man, #3)",,4.38,43985,48391,1174,,American,Young Adult,fantasy,,4.094285714285714
1600102379,"Joe Hill, Gabriel Rodríguez",2008,"Locke & Key, Vol. 1: Welcome to Lovecraft",eng,4.18,46590,50048,3216,,American,Young Adult,fantasy,,4.094285714285714
1406310263,Patrick Ness,2009,"The Ask and the Answer (Chaos Walking, #2)",eng,4.2,45578,53229,5069,,American,Young Adult,fantasy,,4.094285714285714
425205673,Laurell K. Hamilton,1996,"Bloody Bones (Anita Blake, Vampire Hunter #5)",eng,4.1,56782,61727,1073,,American,Adult,fantasy,,4.827571428571429
684843781,F. Scott Fitzgerald,1920,This Side of Paradise,eng,3.68,40074,47633,2777,,American,Children,romance,,4.386363636363637
670023329,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,37392,42712,4268,,American,Young Adult,historical,,4.66
006057299X,Kim Harrison,2005,"Every Which Way But Dead (The Hollows, #3)",eng,4.29,56023,59163,1240,,American,Adult,fantasy,,4.827571428571429
1400068320,Curtis Sittenfeld,2016,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",eng,3.63,37189,48112,7714,,American,Adult,romance,,4.530333333333333
7246226,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Húrin,eng,3.94,39551,47873,2413,,French,Young Adult,fantasy,,4.094285714285714
785289089,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,,4.29,37689,43267,3614,,American,Adult,non-fiction,,4.607142857142857
316058432,"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,eng,3.95,48964,51787,2031,,American,Children,fantasy,,4.927173913043478
765340054,Orson Scott Card,2002,"Shadow Puppets (Ender's Shadow, #3)",,3.88,43517,46456,930,,American,Children,fantasy,,4.927173913043478
,Lev Grossman,2014,"The Magician's Land (The Magicians, #3)",eng,4.16,40799,44257,4039,,American,Young Adult,fantasy,,4.094285714285714
679732268,William Faulkner,1932,Light in August,eng,3.93,42101,44421,1948,,American,Young Adult,historical,,4.66
64408671,"E.B. White, Fred Marcellino",1970,The Trumpet of the Swan,eng,4.06,53191,55219,1651,,American,Children,fantasy,,4.927173913043478
812993802,George Saunders,2013,Tenth of December,eng,3.96,39183,43549,5730,,American,Adult,science-fiction,,5.1240000000000006
312593554,Sherrilyn Kenyon,2002,"Night Pleasures (Dark-Hunter, #1)",eng,4.23,25985,61939,2339,,German,Adult,fantasy,,4.827571428571429
671015206,"Thomas J. Stanley, William D. Danko",1995,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,eng,4.0,43937,46748,2049,30.0,American,Adult,non-fiction,,4.607142857142857
1423116380,Ally Carter,2009,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",eng,4.2,55517,58508,2389,,American,Children,fantasy,,4.927173913043478
743244583,Bob Dylan,2004,"Chronicles, Vol. 1",eng,3.98,35468,38117,1350,,American,Adult,non-fiction,,4.607142857142857
60920084,Bill Bryson,1989,The Lost Continent: Travels in Small Town America,eng,3.83,40254,42202,2119,447.0,American,Adult,non-fiction,,4.607142857142857
140006712X,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),en-CA,4.06,43863,47087,4272,,American,Adult,romance,,4.530333333333333
446607207,Sidney Sheldon,1998,Tell Me Your Dreams,eng,3.93,34445,36904,1312,,American,Young Adult,thriller,,4.438181818181818
60885416,"Laura Ingalls Wilder, Garth Williams",1939,"By the Shores of Silver Lake  (Little House, #5)",,4.16,51640,56585,866,15.0,American,Children,historical,,4.238181818181818
61053562,Iain M. Banks,1988,"The Player of Games (Culture, #2)",eng,4.26,36505,42993,1790,,British,Adult,fantasy,,4.827571428571429
440228891,"George Selden, Garth Williams",1960,The Cricket in Times Square,eng,4.01,49987,52036,1283,,American,Children,fantasy,,4.927173913043478
787960756,Patrick Lencioni,2002,The Five Dysfunctions of a Team: A Leadership Fable,eng,4.01,40239,43176,2106,,American,Adult,non-fiction,,4.607142857142857
142003166,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,eng,3.85,39031,43506,1201,,American,Adult,thriller,,5.038157894736842
140157352,"Roger Fisher, William Ury, Bruce Patton",1981,Getting to Yes: Negotiating an Agreement Without Giving In,eng,3.88,37205,40026,1113,,American,Adult,non-fiction,,4.607142857142857
1501110349,Colleen Hoover,2015,November 9,eng,4.41,53321,59828,10670,,American,Young Adult,romance,,4.6415094339622645
1408816032,Madeline Miller,2011,The Song of Achilles,eng,4.27,45373,58401,8419,,American,Young Adult,fantasy,,4.094285714285714
1501139886,Amy Schumer,2016,The Girl with the Lower Back Tattoo,eng,3.76,47809,54101,5840,,American,Adult,non-fiction,,4.607142857142857
143039830,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,eng,3.92,34730,42965,2418,182.0,American,Adult,thriller,,5.038157894736842
043912042X,Pam Muñoz Ryan,2000,Esperanza Rising,eng,3.91,49106,50698,4620,,American,Children,historical,,4.238181818181818
316766941,J.D. Salinger,1955,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,4.11,36751,40410,1373,12.0,American,Young Adult,classics,,
425209067,Laurell K. Hamilton,1997,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",eng,4.12,54997,60019,1104,,American,Adult,fantasy,,4.827571428571429
014044923X,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,Beyond Good and Evil,eng,4.01,37181,43322,1080,,German,Adult,non-fiction,,4.607142857142857
044022800X,Christopher Paul Curtis,1995,The Watsons Go to Birmingham - 1963,eng,3.95,44830,46431,3568,,American,Children,historical,,4.238181818181818
876852630,Charles Bukowski,1975,Factotum,,3.96,37376,40444,1213,,American,Young Adult,thriller,,4.438181818181818
373210515,Julie Kagawa,2012,"The Immortal Rules (Blood of Eden, #1)",eng,4.1,52376,56265,5673,,American,Young Adult,fantasy,,4.094285714285714
446546933,Dave Cullen,2009,Columbine,eng,4.26,45029,48941,6131,,American,Young Adult,mystery,,4.438181818181818
99471434,Anne Rice,1993,"Lasher (Lives of the Mayfair Witches, #2)",eng,3.84,45760,49919,786,,American,Adult,fantasy,,4.827571428571429
684193957,Patricia Cornwell,1992,"All That Remains (Kay Scarpetta, #3)",eng,4.05,46604,50110,788,,American,Adult,thriller,,5.038157894736842
451191013,"Richard Bachman, Stephen King",1996,The Regulators,eng,3.63,49405,53263,903,,American,Adult,fantasy,,4.827571428571429
